,ticker,esg_rating,carbon_intensity,quality_score,quality_score_qtl,carbon_intensity_qtl,grade
1145,PBE,BBB,29.98,5.36,Q1,Q1,B
1146,FLQM,A,121.51,6.85,Q4,Q2,A
1147,FAN,AA,485.4,7.82,Q4,Q4,C
1148,TTT,A,,,Q4,Q4,
1149,NZAC,A,42.01,6.98,Q4,Q1,
1150,IGEB,A,400.97,6.41,Q3,Q4,
1151,TLTE,BBB,402.99,5.01,Q1,Q4,F
1152,MOTI,A,331.35,6.91,Q4,Q4,D
1153,VLU,A,159.72,6.32,Q2,Q3,A
1154,HYBB,BBB,354.99,5.71,Q1,Q4,B
1155,FXE,,,,Q4,Q4,B
1156,FTRI,A,534.54,6.13,Q2,Q4,D
1157,JSMD,A,108.08,5.76,Q2,Q2,B
1158,AVIV,AA,153.54,7.49,Q4,Q3,B
1159,DDWM,AA,146.36,7.46,Q4,Q3,
1160,EDIV,BBB,236.18,5.29,Q1,Q3,F
1161,PKB,A,143.27,6.19,Q2,Q3,B
1162,RECS,A,130.86,6.56,Q3,Q2,B
1163,AVSF,A,189.68,6.27,Q2,Q3,
1164,FXY,,,,Q4,Q4,B
1165,STRV,,,,Q4,Q4,
1166,FTXN,A,411.3,6.42,Q3,Q4,B
1167,KCCA,,,,Q4,Q4,
1168,ESGB,A,,,Q4,Q4,
1169,IBTH,A,,5.72,Q1,Q4,
1170,FLJH,AA,89.56,7.15,Q4,Q2,B
1171,VFQY,A,89.0,6.24,Q2,Q2,B
1172,TACK,A,377.8,5.8,Q2,Q4,
1173,JMSI,,,,Q4,Q4,
1174,KBWY,BB,60.5,3.24,Q1,Q1,B
1175,NUEM,A,161.38,6.74,Q3,Q3,C
1176,NJUL,,,,Q4,Q4,
1177,EWM,A,548.68,6.56,Q3,Q4,B
1178,GAL,A,152.91,6.4,Q3,Q3,
1179,FNK,A,197.98,5.72,Q1,Q3,B
1180,SPDN,BBB,1.6,4.92,Q1,Q1,
1181,EWMC,A,164.18,5.81,Q2,Q3,B
1182,EFAX,AA,81.46,7.75,Q4,Q2,B
1183,DFEB,,,,Q4,Q4,
1184,JMHI,,,,Q4,Q4,
1185,PALL,,,,Q4,Q4,D
1186,FLV,A,204.36,6.54,Q3,Q3,
1187,EDOW,AA,47.69,7.15,Q4,Q1,B
1188,IPO,BBB,14.97,4.8,Q1,Q1,B
1189,IGTR,,,,Q4,Q4,
1190,WDIV,A,307.94,6.74,Q3,Q4,B
1191,SCO,,,,Q4,Q4,
1192,TPLC,A,265.63,6.59,Q3,Q4,B
1193,DEF,A,183.46,6.92,Q4,Q3,B
1194,BSCU,A,220.72,6.65,Q3,Q3,A
1195,PALC,A,89.55,6.96,Q4,Q2,
1196,USVM,BBB,221.45,5.46,Q1,Q3,
1197,VEGI,A,278.11,6.88,Q4,Q4,B
1198,IBUY,BBB,9.77,5.07,Q1,Q1,B
1199,PSCE,BBB,643.56,4.35,Q1,Q4,B
1200,INDS,A,27.24,5.73,Q2,Q1,B
1201,FYC,BBB,186.92,4.83,Q1,Q3,C
1202,CVLC,,,,Q4,Q4,
1203,DFSI,,,,Q4,Q4,A
1204,XPH,A,40.57,6.22,Q2,Q1,A
1205,FLHY,BBB,488.36,4.88,Q1,Q4,C
1206,FLBL,,,,Q4,Q4,B
1207,MORT,BB,2.13,3.45,Q1,Q1,A
1208,PSP,A,39.51,5.73,Q2,Q1,
1209,VALQ,A,208.65,6.69,Q3,Q3,B
1210,PFFV,BBB,19.6,5.33,Q1,Q1,
1211,ISCB,BBB,131.85,5.4,Q1,Q2,B
1212,BTAL,,,,Q4,Q4,D
1213,FYLD,A,437.86,6.29,Q2,Q4,B
1214,FTHI,A,109.17,6.46,Q3,Q2,B
1215,SWAN,A,1.6,5.72,Q1,Q1,
1216,IDOG,AA,274.0,7.23,Q4,Q4,C
1217,QINT,AA,141.5,7.24,Q4,Q3,D
1218,FLDR,A,57.37,6.91,Q4,Q1,
1219,CSML,BBB,116.35,5.05,Q1,Q2,C
1220,AGOX,A,81.95,6.61,Q3,Q2,
1221,FNGD,,,,Q4,Q4,
1222,XBIL,,,,Q4,Q4,
1223,OPER,A,1.61,5.72,Q1,Q1,A
1224,IUS,A,107.94,6.4,Q3,Q2,A
1225,UBND,A,133.06,5.98,Q2,Q2,C
1226,UMI,A,715.0,6.21,Q2,Q4,
1227,MJ,BBB,,,Q4,Q4,D
1228,PSC,BBB,174.79,5.28,Q1,Q3,B
1229,SHE,A,112.66,6.8,Q3,Q2,
1230,VIXY,,,,Q4,Q4,C
1231,GFEB,,,,Q4,Q4,
1232,LSAT,A,117.14,6.85,Q4,Q2,C
1233,BNKU,,,,Q4,Q4,
1234,AGZD,A,258.81,6.11,Q2,Q4,
1235,DFE,A,208.76,7.12,Q4,Q3,C
1236,WFHY,BBB,233.24,5.49,Q1,Q3,B
1237,SMOG,AA,403.36,7.62,Q4,Q4,C
1238,MLPB,,,,Q4,Q4,
1239,GREK,A,524.23,6.24,Q2,Q4,C
1240,KBWP,BBB,1.42,5.01,Q1,Q1,B
1241,DOG,A,,5.72,Q1,Q4,
1242,WOOD,A,292.94,6.79,Q3,Q4,B
1243,CURE,A,12.86,6.64,Q3,Q1,
1244,QVMS,BBB,107.66,5.38,Q1,Q2,B
1245,XMPT,,,,Q4,Q4,
1246,SARK,,,,Q4,Q4,
1247,IBHE,BBB,233.65,5.19,Q1,Q3,
1248,WEAT,,,,Q4,Q4,C
1249,IEZ,A,175.83,6.04,Q2,Q3,A
1250,CZA,A,343.35,6.23,Q2,Q4,
1251,JULW,,,,Q4,Q4,
1252,EMHC,BB,753.65,3.93,Q1,Q4,
1253,PBD,A,137.02,6.53,Q3,Q3,F
1254,PFLD,BBB,178.94,5.24,Q1,Q3,
1255,TTAC,A,88.87,6.91,Q4,Q2,C
1256,KORP,A,304.17,6.67,Q3,Q4,B
1257,WWJD,AA,316.47,7.36,Q4,Q4,
1258,IQIN,AA,210.96,7.33,Q4,Q3,B
1259,GNOM,BBB,32.6,5.36,Q1,Q1,B
1260,BNDC,A,277.06,6.13,Q2,Q4,
1261,EWJV,AA,108.14,7.3,Q4,Q2,A
1262,DMAR,,,,Q4,Q4,
1263,TDV,A,26.85,7.06,Q4,Q1,B
1264,SMLV,BBB,121.92,4.91,Q1,Q2,
1265,QLV,A,234.32,6.84,Q4,Q3,B
1266,GDIV,,,,Q4,Q4,
1267,MODL,,,,Q4,Q4,
1268,PTBD,BBB,275.67,5.64,Q1,Q4,
1269,AVGE,,,,Q4,Q4,
1270,TOK,A,121.02,6.94,Q4,Q2,B
1271,SJB,,,,Q4,Q4,
1272,CGMU,,,,Q4,Q4,A
1273,PSJ,A,6.92,6.37,Q2,Q1,B
1274,QQXT,A,167.56,6.36,Q2,Q3,B
1275,LGOV,,,,Q4,Q4,B
1276,IQSI,AA,83.75,7.99,Q4,Q2,B
1277,PVAL,A,134.99,6.05,Q2,Q3,
1278,SPMO,A,158.73,6.62,Q3,Q3,A
1279,TMFM,A,31.83,6.41,Q3,Q1,C
1280,BSMO,,,,Q4,Q4,
1281,FDD,AA,228.12,7.86,Q4,Q3,D
1282,PFIX,,,,Q4,Q4,
1283,DMAY,,,,Q4,Q4,
1284,FPXI,A,148.09,6.28,Q2,Q3,D
1285,ADME,A,160.04,6.62,Q3,Q3,C
1286,SPYI,,,,Q4,Q4,
1287,PGJ,BBB,87.95,4.61,Q1,Q2,B
1288,EYLD,BBB,775.4,4.29,Q1,Q4,C
1289,FJP,A,272.37,6.91,Q4,Q4,
1290,BWZ,A,1.6,6.05,Q2,Q1,C
1291,FNGO,,,,Q4,Q4,
1292,TPHD,A,613.59,6.84,Q4,Q4,B
1293,IBHC,A,241.78,6.31,Q2,Q4,
1294,XMVM,A,249.22,5.88,Q2,Q4,B
1295,SPFF,BBB,129.12,5.57,Q1,Q2,
1296,FGRO,A,55.06,6.5,Q3,Q1,
1297,KARS,A,97.76,6.28,Q2,Q2,
1298,DJAN,,,,Q4,Q4,
1299,TUR,BB,,4.24,Q1,Q4,B
1300,UGL,,,,Q4,Q4,F
1301,DDLS,A,184.21,6.27,Q2,Q3,
1302,XEMD,,,,Q4,Q4,
1303,BSCV,A,332.27,6.7,Q3,Q4,C
1304,TAFI,,,,Q4,Q4,A
1305,SIXA,A,71.3,6.73,Q3,Q2,C
1306,IMFL,AA,106.03,7.66,Q4,Q2,F
1307,PRNT,A,35.41,6.73,Q3,Q1,
1308,IBDX,,,,Q4,Q4,
1309,DFJ,BBB,130.24,5.01,Q1,Q2,B
1310,IMTB,,,,Q4,Q4,
1311,GSCE,,,,Q4,Q4,
1312,ULVM,A,130.37,6.53,Q3,Q2,
1313,IDHQ,AA,109.46,7.74,Q4,Q2,
1314,ETHO,A,65.94,6.42,Q3,Q1,
1315,HYDB,BBB,393.05,5.04,Q1,Q4,
1316,BUFG,,,,Q4,Q4,
1317,FLTW,A,247.43,6.29,Q2,Q4,C
1318,FLTB,A,235.46,6.32,Q2,Q3,B
1319,IBMQ,,,,Q4,Q4,
1320,ESG,A,58.33,6.73,Q3,Q1,
1321,QMAR,,,,Q4,Q4,
1322,KAPR,,,,Q4,Q4,
1323,FAAR,BBB,1.6,4.9,Q1,Q1,C
1324,USCI,,,,Q4,Q4,F
1325,XVV,A,77.48,6.74,Q3,Q2,A
1326,PGHY,BBB,423.43,4.61,Q1,Q4,
1327,HERO,BBB,5.32,5.55,Q1,Q1,
1328,FDG,A,16.47,6.51,Q3,Q1,
1329,BRNY,,,,Q4,Q4,
1330,APUE,,,,Q4,Q4,
1331,FAD,A,174.7,6.01,Q2,Q3,C
1332,DJUL,,,,Q4,Q4,
1333,HAWX,A,174.1,7.09,Q4,Q3,
1334,SLVP,BBB,287.26,4.92,Q1,Q4,B
1335,AUSF,A,119.11,6.4,Q3,Q2,B
1336,FTSD,,,,Q4,Q4,B
1337,IJUL,,,,Q4,Q4,
1338,TAIL,A,,,Q4,Q4,
1339,UWM,BBB,143.55,5.2,Q1,Q3,
1340,EWZS,BBB,273.73,4.39,Q1,Q4,B
1341,WEBL,BBB,9.8,5.48,Q1,Q1,
1342,UEVM,BBB,428.47,5.14,Q1,Q4,
1343,DFNL,BBB,26.54,5.57,Q1,Q1,C
1344,HCMT,,,,Q4,Q4,
1345,GCC,,,,Q4,Q4,C
1346,KJAN,,,,Q4,Q4,
1347,FISR,A,312.55,5.93,Q2,Q4,
1348,VTES,,,,Q4,Q4,
1349,IBND,AA,69.43,7.28,Q4,Q2,C
1350,VFMF,A,154.29,5.94,Q2,Q3,B
1351,LSAF,A,334.35,6.43,Q3,Q4,
1352,PHDG,A,122.24,6.67,Q3,Q2,B
1353,HEWJ,AA,77.78,7.34,Q4,Q2,
1354,WINN,A,29.8,6.93,Q4,Q1,
1355,FAB,A,253.9,6.09,Q2,Q4,C
1356,QTUM,AA,50.64,7.31,Q4,Q1,B
1357,FYT,BBB,133.83,5.09,Q1,Q3,C
1358,GMOM,A,387.81,6.36,Q2,Q4,
1359,GAPR,,,,Q4,Q4,
1360,BNO,,,,Q4,Q4,
1361,USDU,A,,5.72,Q1,Q4,
1362,FCOR,A,349.92,6.16,Q2,Q4,B
1363,GSFP,AA,279.72,7.8,Q4,Q4,
1364,BAPR,,,,Q4,Q4,
1365,DJUN,,,,Q4,Q4,
1366,DBND,A,,,Q4,Q4,
1367,DBB,,,,Q4,Q4,B
1368,AVSU,A,37.98,6.56,Q3,Q1,A
1369,FUNL,A,180.01,6.56,Q3,Q3,
1370,CGMS,,,,Q4,Q4,B
1371,LONZ,,,,Q4,Q4,
1372,ISVL,A,164.73,6.75,Q3,Q3,
1373,PSFF,,,,Q4,Q4,
1374,BSMP,,,,Q4,Q4,
1375,DBP,,,,Q4,Q4,
1376,FMF,BBB,1.6,4.92,Q1,Q1,D
1377,KJUL,,,,Q4,Q4,
1378,PFUT,A,55.82,6.74,Q3,Q1,
1379,ESGG,A,76.23,7.14,Q4,Q2,
1380,FXF,,,,Q4,Q4,B
1381,XSMO,BBB,204.91,5.08,Q1,Q3,B
1382,ISMD,BBB,120.12,5.51,Q1,Q2,
1383,PTH,BBB,33.34,5.71,Q1,Q1,B
1384,FDM,BB,143.5,4.03,Q1,Q3,C
1385,CAOS,,,,Q4,Q4,
1386,PIE,BBB,179.71,5.03,Q1,Q3,F
1387,FLLV,A,188.0,6.97,Q4,Q3,B
1388,DINT,A,26.25,7.12,Q4,Q1,C
1389,UJUL,,,,Q4,Q4,
1390,BJAN,,,,Q4,Q4,
1391,GBUY,A,121.29,6.44,Q3,Q2,
1392,NVDL,,,,Q4,Q4,
1393,DFEN,A,29.58,5.9,Q2,Q1,
1394,TBF,A,,,Q4,Q4,
1395,DGT,A,169.23,6.9,Q4,Q3,B
1396,BLES,A,266.07,6.85,Q4,Q4,
1397,SMOT,,,,Q4,Q4,
1398,DEHP,BBB,301.1,5.32,Q1,Q4,B
1399,BATT,A,215.33,6.04,Q2,Q3,C
1400,ONEO,A,210.95,6.59,Q3,Q3,B
1401,MUSI,A,215.44,5.92,Q2,Q3,
1402,PXE,A,455.59,6.11,Q2,Q4,B
1403,TUG,,,,Q4,Q4,
1404,PYZ,A,533.27,6.01,Q2,Q4,B
1405,DFSE,,,,Q4,Q4,C
1406,SRTY,A,,,Q4,Q4,
1407,DSEP,,,,Q4,Q4,
1408,SCMB,,,,Q4,Q4,
1409,DALI,A,405.11,6.0,Q2,Q4,
1410,GBF,A,299.65,6.1,Q2,Q4,B
1411,IJAN,,,,Q4,Q4,
1412,DVAL,,,,Q4,Q4,C
1413,IETC,A,19.46,7.1,Q4,Q1,B
1414,RTH,A,20.9,6.52,Q3,Q1,
1415,WTAI,A,47.32,6.67,Q3,Q1,
1416,NAPR,,,,Q4,Q4,
1417,OVL,A,121.84,6.67,Q3,Q2,
1418,LRGE,A,53.9,7.05,Q4,Q1,C
1419,GJAN,,,,Q4,Q4,
1420,BOCT,,,,Q4,Q4,
1421,GDMA,A,212.24,5.72,Q1,Q3,
1422,BSEP,,,,Q4,Q4,
1423,QMOM,A,251.82,5.74,Q2,Q4,B
1424,ECML,,,,Q4,Q4,
1425,KCE,BBB,3.06,5.08,Q1,Q1,B
1426,FCPI,A,153.49,6.48,Q3,Q3,A
1427,STXE,,,,Q4,Q4,
1428,FEMB,BBB,2.29,4.98,Q1,Q1,C
1429,JSML,BBB,105.42,4.79,Q1,Q2,B
1430,FDMO,A,92.16,6.39,Q3,Q2,B
1431,APRW,,,,Q4,Q4,
1432,FBGX,,,,Q4,Q4,
1433,IVAL,A,370.64,7.06,Q4,Q4,C
1434,EMNT,AA,37.34,7.27,Q4,Q1,B
1435,PRN,A,95.83,6.69,Q3,Q2,B
1436,FCAL,,,,Q4,Q4,C
1437,QLC,A,146.83,6.65,Q3,Q3,B
1438,FCTR,A,97.46,6.28,Q2,Q2,B
1439,KOLD,,,,Q4,Q4,
1440,OGIG,A,,,Q4,Q4,
1441,LDSF,,,,Q4,Q4,
1442,MFDX,AA,180.78,7.3,Q4,Q3,F
1443,GVLU,,,,Q4,Q4,
1444,XCOR,,,,Q4,Q4,
1445,ESGA,AA,111.76,7.33,Q4,Q2,
1446,SQEW,BBB,245.38,5.66,Q1,Q4,C
1447,DOCT,,,,Q4,Q4,
1448,ENZL,AA,160.57,7.51,Q4,Q3,C
1449,MSTB,A,122.25,6.36,Q2,Q2,
1450,BSMN,,,,Q4,Q4,
1451,USNZ,,,,Q4,Q4,
1452,HYZD,BBB,230.83,5.44,Q1,Q3,
1453,SIXL,A,377.32,5.87,Q2,Q4,C
1454,JXI,AA,,7.45,Q4,Q4,
1455,TOLZ,AA,404.09,7.22,Q4,Q4,C
1456,HTAB,,,,Q4,Q4,B
1457,WTMF,A,,5.72,Q1,Q4,C
1458,QDPL,A,122.46,6.58,Q3,Q2,
1459,JSTC,A,37.47,6.79,Q3,Q1,D
1460,IDNA,BBB,28.82,5.17,Q1,Q1,B
1461,MVV,A,153.55,5.89,Q2,Q3,
1462,EIPX,,,,Q4,Q4,
1463,COMB,,,,Q4,Q4,B
1464,TSME,,,,Q4,Q4,
1465,WTV,A,159.63,6.32,Q2,Q3,B
1466,FTXO,A,6.96,5.72,Q1,Q1,B
1467,IQSM,,,,Q4,Q4,
1468,GVIP,A,52.75,6.07,Q2,Q1,
1469,FAZ,BBB,1.6,5.44,Q1,Q1,
1470,SOCL,BBB,9.99,4.75,Q1,Q1,D
1471,BFOR,A,173.5,5.93,Q2,Q3,C
1472,CLSM,A,33.33,6.13,Q2,Q1,
1473,DEUS,A,212.64,6.63,Q3,Q3,B
1474,BMAY,,,,Q4,Q4,
1475,CPER,,,,Q4,Q4,C
1476,DIM,AA,222.2,7.28,Q4,Q3,
1477,GVAL,A,457.63,6.88,Q4,Q4,D
1478,MINV,,,,Q4,Q4,
1479,HYGH,BBB,280.68,5.26,Q1,Q4,
1480,PIZ,A,106.62,7.09,Q4,Q2,F
1481,SOXQ,AA,56.78,7.67,Q4,Q1,A
1482,IYLD,A,257.1,5.83,Q2,Q4,
1483,PTIN,AA,122.05,7.62,Q4,Q2,
1484,GHYG,BBB,243.49,5.47,Q1,Q4,C
1485,GOVZ,A,,5.72,Q1,Q4,
1486,IFGL,A,67.89,6.65,Q3,Q2,C
1487,FNGS,,,,Q4,Q4,
1488,UAPR,,,,Q4,Q4,
1489,DBAW,A,177.49,7.06,Q4,Q3,C
1490,HAP,A,412.67,6.71,Q3,Q4,D
1491,PSCI,A,86.94,6.16,Q2,Q2,B
1492,NRGD,,,,Q4,Q4,
1493,HEEM,BBB,321.57,5.54,Q1,Q4,
1494,QDEC,,,,Q4,Q4,
1495,UJAN,,,,Q4,Q4,
1496,HKND,A,52.9,6.76,Q3,Q1,
1497,BAUG,,,,Q4,Q4,
1498,KLDW,A,139.67,7.04,Q4,Q3,C
1499,PPIE,,,,Q4,Q4,
1500,OCIO,A,128.34,6.6,Q3,Q2,
1501,HEGD,A,122.2,6.68,Q3,Q2,
1502,DFSB,,,,Q4,Q4,
1503,FSZ,AA,162.89,7.36,Q4,Q3,F
1504,BRZU,BBB,241.1,5.07,Q1,Q4,
1505,PIN,BBB,577.36,5.26,Q1,Q4,F
1506,GMAR,,,,Q4,Q4,
1507,FLRT,,,,Q4,Q4,C
1508,GMAY,,,,Q4,Q4,
1509,MFUS,A,119.64,6.54,Q3,Q2,B
1510,FBCV,A,272.82,6.32,Q2,Q4,
1511,DUST,BBB,1.6,4.99,Q1,Q1,
1512,RYJ,BBB,123.07,5.58,Q1,Q2,C
1513,FLBR,BBB,339.87,4.89,Q1,Q4,C
1514,IEUS,A,122.9,7.04,Q4,Q2,C
1515,TEQI,A,323.15,6.34,Q2,Q4,C
1516,STOT,,,,Q4,Q4,
1517,FRI,BBB,90.3,5.6,Q1,Q2,B
1518,BUFQ,,,,Q4,Q4,
1519,CHGX,A,25.91,6.94,Q4,Q1,
1520,PULT,,,,Q4,Q4,
1521,PPTY,BBB,151.17,5.25,Q1,Q3,
1522,HYBL,BBB,195.35,5.6,Q1,Q3,
1523,BBLU,,,,Q4,Q4,
1524,SLVO,,,,Q4,Q4,
1525,DIG,A,378.94,6.26,Q2,Q4,
1526,VSMV,A,136.35,6.77,Q3,Q3,B
1527,ENFR,A,762.14,6.26,Q2,Q4,
1528,YANG,BBB,1.6,5.32,Q1,Q1,
1529,BJUN,,,,Q4,Q4,
1530,EIS,A,97.03,5.96,Q2,Q2,C
1531,BINC,,,,Q4,Q4,
1532,SLX,BBB,717.74,5.44,Q1,Q4,
1533,GLOF,AA,,,Q4,Q4,C
1534,TIPZ,A,,5.72,Q1,Q4,
1535,HAPS,,,,Q4,Q4,
1536,TRTY,A,379.49,5.82,Q2,Q4,
1537,TSLQ,,,,Q4,Q4,
1538,MJUS,BBB,34.02,4.69,Q1,Q1,D
1539,TDSB,A,101.95,5.92,Q2,Q2,
1540,GDXU,,,,Q4,Q4,
1541,SPSK,BBB,,4.38,Q1,Q4,
1542,CEFS,,,,Q4,Q4,
1543,RFDI,AA,106.57,7.62,Q4,Q2,C
1544,FSMD,BBB,151.91,5.5,Q1,Q3,B
1545,SRHQ,,,,Q4,Q4,
1546,NFTY,BBB,654.34,4.82,Q1,Q4,
1547,HYHG,BBB,386.4,5.04,Q1,Q4,
1548,AESR,A,60.58,6.68,Q3,Q1,
1549,PICB,AA,107.69,7.51,Q4,Q2,C
1550,EDOC,A,14.91,5.98,Q2,Q1,
1551,DRV,BBB,1.6,5.29,Q1,Q1,
1552,BETZ,A,34.96,6.5,Q3,Q1,
1553,SCJ,BBB,139.22,5.29,Q1,Q3,B
1554,IBTI,A,,5.72,Q1,Q4,
1555,DEW,A,304.29,6.69,Q3,Q4,C
1556,BSCW,,,,Q4,Q4,
1557,HYXF,A,144.54,6.0,Q2,Q3,
1558,TECS,BBB,1.6,5.31,Q1,Q1,F
1559,EPU,BBB,254.87,4.73,Q1,Q4,D
1560,AIEQ,A,62.95,6.79,Q3,Q1,C
1561,GTIP,A,1.6,5.72,Q1,Q1,
1562,PSL,A,50.25,6.02,Q2,Q1,B
1563,AFIF,BBB,118.2,5.3,Q1,Q2,D
1564,AWAY,A,34.13,5.93,Q2,Q1,D
1565,CORN,,,,Q4,Q4,C
1566,RVNU,,,,Q4,Q4,B
1567,FLEE,AA,99.31,7.89,Q4,Q2,B
1568,BUFT,,,,Q4,Q4,
1569,NETZ,A,325.99,6.74,Q3,Q4,C
1570,FBOT,,,,Q4,Q4,
1571,SIHY,BBB,222.59,5.43,Q1,Q3,
1572,GDOC,A,21.6,7.02,Q4,Q1,
1573,SPD,A,122.41,6.68,Q3,Q2,
1574,FILL,A,413.43,6.22,Q2,Q4,C
1575,EJUL,,,,Q4,Q4,
1576,EMBD,BB,,4.13,Q1,Q4,
1577,EPRF,BBB,5.94,5.64,Q1,Q1,
1578,BKHY,BBB,284.91,5.28,Q1,Q4,
1579,TCAF,,,,Q4,Q4,
1580,FWD,,,,Q4,Q4,
1581,CGV,,,,Q4,Q4,F
1582,FFTY,BBB,209.44,5.07,Q1,Q3,
1583,INCO,BBB,83.66,5.39,Q1,Q2,F
1584,TAGG,A,228.41,6.07,Q2,Q3,B
1585,PSR,BBB,88.64,5.64,Q1,Q2,B
1586,HDGE,BBB,,,Q4,Q4,
1587,OBIL,,,,Q4,Q4,
1588,DTEC,A,48.41,6.86,Q4,Q1,
1589,OWNS,,,,Q4,Q4,C
1590,CACG,A,23.98,6.84,Q4,Q1,C
1591,CTA,,,,Q4,Q4,
1592,FLMI,,,,Q4,Q4,C
1593,SHDG,,,,Q4,Q4,
1594,TBUX,A,314.98,6.27,Q2,Q4,B
1595,FLMB,,,,Q4,Q4,C
1596,XHS,A,22.29,6.71,Q3,Q1,B
1597,BDEC,,,,Q4,Q4,
1598,BFEB,,,,Q4,Q4,
1599,BSMQ,,,,Q4,Q4,
1600,XJH,A,102.65,5.88,Q2,Q2,B
1601,FLCH,BBB,254.05,4.75,Q1,Q4,B
1602,LEGR,AA,38.23,7.29,Q4,Q1,
1603,SBIO,BBB,39.89,5.17,Q1,Q1,F
1604,RPHS,AA,,,Q4,Q4,
1605,HEQT,A,122.41,6.68,Q3,Q2,
1606,BKSE,BBB,146.91,5.58,Q1,Q3,
1607,OACP,,,,Q4,Q4,
1608,BITQ,BB,,,Q4,Q4,
1609,MILN,BBB,19.66,5.49,Q1,Q1,B
1610,DECW,,,,Q4,Q4,
1611,ONLN,BBB,20.56,5.03,Q1,Q1,
1612,CSHI,,,,Q4,Q4,
1613,THLV,,,,Q4,Q4,
1614,YLD,BBB,417.7,5.28,Q1,Q4,
1615,DYLD,A,54.21,6.15,Q2,Q1,
1616,PHYD,,,,Q4,Q4,
1617,FCVT,A,189.3,5.75,Q2,Q3,D
1618,UCRD,A,354.09,6.81,Q3,Q4,C
1619,XITK,BBB,13.98,5.13,Q1,Q1,C
1620,DGRE,BBB,334.92,5.51,Q1,Q4,C
1621,FDTX,,,,Q4,Q4,
1622,EPHE,BB,,4.2,Q1,Q4,B
1623,NZUS,A,31.15,6.78,Q3,Q1,
1624,ELD,BBB,2.49,5.03,Q1,Q1,D
1625,AVSD,AA,50.64,7.49,Q4,Q1,B
1626,TOTR,,,,Q4,Q4,C
1627,BKCH,BB,,,Q4,Q4,
1628,RSPR,A,,,Q4,Q4,B
1629,RIGS,BBB,464.37,5.58,Q1,Q4,C
1630,QSPT,,,,Q4,Q4,
1631,ACTV,A,114.97,6.51,Q3,Q2,C
1632,BMAR,,,,Q4,Q4,
1633,CLOI,,,,Q4,Q4,
1634,TDSD,A,76.37,6.11,Q2,Q2,
1635,FMIL,A,150.94,6.43,Q3,Q3,
1636,NUHY,A,157.46,6.25,Q2,Q3,C
1637,QIS,,,,Q4,Q4,
1638,PTRB,,,,Q4,Q4,
1639,DYTA,,,,Q4,Q4,
1640,SGDJ,BBB,478.43,5.35,Q1,Q4,
1641,JDST,BBB,1.6,5.01,Q1,Q1,
1642,OCTW,,,,Q4,Q4,
1643,INCM,,,,Q4,Q4,
1644,ITEQ,A,39.28,6.03,Q2,Q1,D
1645,NVDS,,,,Q4,Q4,
1646,DEIF,A,74.77,6.97,Q4,Q2,C
1647,SIO,,,,Q4,Q4,
1648,PIFI,A,214.04,6.06,Q2,Q3,C
1649,OVLH,A,120.92,6.64,Q3,Q2,
1650,JBBB,,,,Q4,Q4,
1651,EIRL,AA,350.5,8.14,Q4,Q4,
1652,CTEC,A,330.51,6.39,Q3,Q4,
1653,PHYL,BBB,570.33,4.9,Q1,Q4,C
1654,JOET,A,88.42,6.83,Q4,Q2,
1655,BSJR,BBB,281.38,5.0,Q1,Q4,C
1656,JPXN,AA,89.11,7.22,Q4,Q2,
1657,INTL,,,,Q4,Q4,
1658,YJUN,,,,Q4,Q4,
1659,SPVU,A,119.39,6.37,Q2,Q2,A
1660,TWM,A,,5.72,Q1,Q4,
1661,DMBS,,,,Q4,Q4,
1662,GOAU,A,397.34,6.7,Q3,Q4,
1663,IZRL,,,,Q4,Q4,D
1664,PBP,A,122.4,6.68,Q3,Q2,B
1665,PRFD,,,,Q4,Q4,
1666,TMAT,A,67.59,5.92,Q2,Q2,
1667,SURI,,,,Q4,Q4,
1668,APCB,,,,Q4,Q4,
1669,FLN,BBB,311.62,4.88,Q1,Q4,F
1670,SHAG,A,134.69,6.05,Q2,Q3,B
1671,MOHR,A,167.66,5.82,Q2,Q3,
1672,PAWZ,AA,26.11,7.79,Q4,Q1,D
1673,CVY,BBB,350.26,5.62,Q1,Q4,
1674,GHYB,BBB,381.12,5.16,Q1,Q4,
1675,PUTW,A,,5.72,Q1,Q4,
1676,RZG,BBB,164.7,4.74,Q1,Q3,B
1677,ABEQ,A,147.4,6.15,Q2,Q3,
1678,FDIF,,,,Q4,Q4,
1679,SSPY,A,180.2,6.61,Q3,Q3,
1680,HUSV,A,204.09,6.62,Q3,Q3,C
1681,LQDW,,,,Q4,Q4,
1682,DURA,A,410.53,6.85,Q4,Q4,B
1683,XSEP,,,,Q4,Q4,
1684,HYLD,BBB,635.3,4.61,Q1,Q4,D
1685,HSCZ,A,154.6,6.35,Q2,Q3,
1686,BKEM,BBB,325.73,5.68,Q1,Q4,
1687,BNOV,,,,Q4,Q4,
1688,IBHF,BBB,383.3,4.75,Q1,Q4,
1689,PWC,A,114.79,5.97,Q2,Q2,C
1690,HFGO,A,28.92,6.61,Q3,Q1,
1691,EFAD,AA,117.57,7.5,Q4,Q2,B
1692,JANW,,,,Q4,Q4,
1693,IOCT,,,,Q4,Q4,
1694,RAAX,AA,,,Q4,Q4,D
1695,HTEC,A,21.56,6.06,Q2,Q1,
1696,SIXJ,,,,Q4,Q4,
1697,EDC,BBB,132.0,5.39,Q1,Q2,
1698,MFEM,BBB,507.37,5.16,Q1,Q4,F
